Sim	Run	Time	totMass	NInd	abovemass	belowmass	BareGround	pcBare	pcBareSoil	mean_WL	mean_bres	shannon	NPFT	Cutted	Grazed	aLitter	bLitterNNonClonal	NClonal	NGenets	MSeed	NSpacer
30	5	14	230.4	1	115.2	115.2	0.9968	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	15	230.4	1	115.2	115.2	0.9968	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	16	230.4	1	115.2	115.2	0.9968	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	17	230.4	1	115.2	115.2	0.9968	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	18	230.4	1	115.2	115.2	0.9968	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	19	230.4	1	115.2	115.2	0.9968	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	20	230.4	1	115.2	115.2	0.9968	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	21	230.4	1	115.2	115.2	0.9968	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	22	230.4	1	115.2	115.2	0.9968	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	23	230.4	1	115.2	115.2	0.9968	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	24	230.4	1	115.2	115.2	0.9968	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	25	230.4	1	115.2	115.2	0.9968	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	26	230.4	1	115.2	115.2	0.9968	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	27	230.4	1	115.2	115.2	0.9968	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	28	230.4	1	115.2	115.2	0.9968	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	29	172.8	1	57.6	115.2	0.9968	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	30	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	31	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	32	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	33	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	34	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	35	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	36	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	37	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	38	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	39	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	40	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	41	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	42	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	43	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	44	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	45	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	46	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	47	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	48	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	49	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	50	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	51	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	52	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	53	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	54	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	55	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	56	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	57	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	58	172.8	1	57.6	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	59	144	1	28.8	115.2	0.998	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	60	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	61	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	62	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	63	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	64	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	65	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	66	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	67	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	68	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	69	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	70	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	71	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	72	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	73	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	74	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	75	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	76	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	77	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	78	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	79	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	80	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	81	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	82	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	83	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	84	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	85	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	86	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	87	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	88	144	1	28.8	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
30	5	89	129.6	1	14.4	115.2	0.9988	0.9952	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	0	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	1	1	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	1	2	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	1	3	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	1	4	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	1	5	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	1	6	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	1	7	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	1	8	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	1	9	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	1	10	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	1	11	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	1	12	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	1	13	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	1	14	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	1	15	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	1	16	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	1	17	800	1	400	400	0.972	0.9776	-60	100	0.346574	1	0	0	200	200	0	1	1	0	0
31	1	18	800	1	400	400	0.9772	0.9888	-60	100	0.346574	1	0	0	100	100	0	1	1	0	0
31	1	19	800	1	400	400	0.9804	0.9888	-60	100	0.346574	1	0	0	50	50	0	1	1	0	0
31	1	20	800	1	400	400	0.9824	0.9888	-60	100	0.346574	1	0	0	25	25	0	1	1	0	0
31	1	21	800	1	400	400	0.9836	0.9888	-60	100	0.346574	1	0	0	12.5	12.5	0	1	1	0	0
31	1	22	800	1	400	400	0.9844	0.9888	-60	100	0.346574	1	0	0	6.25	6.25	0	1	1	0	0
31	1	23	800	1	400	400	0.9848	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	24	800	1	400	400	0.986	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	25	800	1	400	400	0.986	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	26	800	1	400	400	0.986	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	27	800	1	400	400	0.986	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	28	800	1	400	400	0.986	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	29	600	1	200	400	0.986	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	30	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	31	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	32	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	33	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	34	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	35	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	36	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	37	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	38	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	39	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	40	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	41	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	42	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	43	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	44	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	45	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	46	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	47	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	48	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	49	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	50	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	51	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	52	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	53	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	54	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	55	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	56	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	57	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	58	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	59	500	1	100	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	60	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	61	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	62	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	63	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	64	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	65	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	66	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	67	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	68	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	69	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	70	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	71	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	72	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	73	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	74	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	75	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	76	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	77	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	78	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	79	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	80	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	81	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	82	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	83	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	84	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	85	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	86	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	87	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	88	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	1	89	450	1	50	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	0	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	1	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	2	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	3	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	4	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	5	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	6	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	7	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	8	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	9	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	10	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	11	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	12	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	13	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	14	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	15	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	16	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	17	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	18	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	19	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	20	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	21	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	22	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	23	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	24	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	25	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	26	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	27	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	28	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	29	1200	2	400	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	30	1200	2	400	800	0.9824	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	31	1200	2	400	800	0.9824	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	32	1200	2	400	800	0.9824	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	33	1200	2	400	800	0.9824	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	34	1200	2	400	800	0.9824	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	35	1200	2	400	800	0.9824	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	36	1200	2	400	800	0.9824	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	37	1200	2	400	800	0.9824	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	38	1200	2	400	800	0.9824	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	39	1200	2	400	800	0.9824	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	2	40	600	1	200	400	0.9824	0.9776	-60	100	0.346574	1	0	0	100	200	0	1	1	0	0
31	2	41	600	1	200	400	0.9856	0.9888	-60	100	0.346574	1	0	0	50	100	0	1	1	0	0
31	2	42	600	1	200	400	0.9876	0.9888	-60	100	0.346574	1	0	0	25	50	0	1	1	0	0
31	2	43	600	1	200	400	0.9888	0.9888	-60	100	0.346574	1	0	0	12.5	25	0	1	1	0	0
31	2	44	600	1	200	400	0.9896	0.9888	-60	100	0.346574	1	0	0	6.25	12.5	0	1	1	0	0
31	2	45	600	1	200	400	0.99	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	46	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	47	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	48	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	49	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	50	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	51	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	52	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	53	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	54	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	55	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	56	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	57	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	58	600	1	200	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	59	500	1	100	400	0.9912	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	60	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	61	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	62	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	63	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	64	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	65	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	66	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	67	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	68	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	69	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	70	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	71	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	72	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	73	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	74	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	75	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	76	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	77	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	78	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	79	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	80	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	81	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	82	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	83	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	84	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	85	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	86	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	87	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	88	500	1	100	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	2	89	450	1	50	400	0.9944	0.9888	-60	100	0	1	0	0	0	0	0	1	1	0	0
31	3	0	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	3	1	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	3	2	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	3	3	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	3	4	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	3	5	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	3	6	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
31	3	7	1600	2	800	800	0.972	0.9776	-60	100	0	1	0	0	0	0	0	2	2	0	0
